Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Status Category
CSF39 - Verify Customer Number of Transaction – Special character are not allowed,NNB-55,10054,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:05,9/14/2023 18:26,9/14/2023 18:26,,,0,Number of Transaction field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,14/Sep/23 6:26 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1251).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10074,"Nothing show up, the application proceed with the procedure.",,,,,,,,,,,,,"An error message should be displayed, indicating that the Number of Transaction field is required.",,,,,0|i000bz:,,,,,,,,,Unit,"1. Open web.
2. Locate the Number of Transaction field.
3. Leave the Number of Transaction field blank.
4. Tab for next step.",Fail,,,,To Do
CSF38 - Verify Customer Amount Lower Limit – Characters are not allowed,NNB-54,10053,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:05,9/14/2023 18:22,9/14/2023 18:15,,,0,Amount Lower Limit field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:45 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1224).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10028,"No error show up, the expected error message are missing.",,,,,,,,,,ghx-label-7,,,"An error message should be displayed, indicating that characters are not allowed in the Amount Lower Limit field.",,purple,,,0|i000br:,,,,,,,,,Unit,"1. Open the application.
2. Locate the Amount Lower Limit field.
3. Attempt to input characters (e.g., ""abc"") into the Amount Lower Limit field.
4. Submit the form.",Fail,,,,To Do
CSF37 - Verify Customer Amount Lower Limit – Amount Lower Limit is required,NNB-53,10052,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:04,9/14/2023 18:15,9/14/2023 18:15,,,0,Amount Lower Limit field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:55 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1225).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10033,The page did not show the expected error.,,,,,,,,,,,,,"1. Open the application.
2. Locate the Amount Lower Limit field.
3. Leave the Amount Lower Limit field blank.
4. Attempt to submit the form.",,,,,0|i000bj:,,,,,,,,,System,,Fail,,,,To Do
CSF36 - Verify Customer Amount Lower Limit – Special character are not allowed,NNB-52,10051,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:04,9/14/2023 18:15,9/14/2023 18:15,,,0,Amount Lower Limit field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:49 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1226).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10046,The page did not display the expected error.,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the Amount Lower Limit field.",,,,,0|i000bb:,,,,,,,,,System,"1. Open the application.
2. Locate the Amount Lower Limit field.
3. Attempt to input special characters (e.g., @#$%) into the Amount Lower Limit field.
4. Submit the form.",Fail,,,,To Do
CSF35 - Verify Customer Account No - Special characters are not allowed,NNB-51,10050,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:04,9/14/2023 18:16,9/14/2023 18:16,9/14/2023 18:16,,0,Account Number field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:50 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1227).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10047,An error message displayed as expected when input special characters.,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the Account Number field.",,,,,0|i000b3:,,,,,,,,,System,"1. Open the application.
2. Locate the Account Number field.
3. Attempt to input special characters (e.g., @#$%) into the Account Number field.
4. Submit the form.",Pass,,,,Done
CSF34 - Verify Customer Account No - Characters are not allowed,NNB-50,10049,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:04,9/14/2023 18:16,9/14/2023 18:27,9/14/2023 18:16,,0,Account Number field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:51 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1228).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10048,The page displayed error message as expected.,,,,,,,,,,,,,"An error message should be displayed, indicating that characters are not allowed in the Account Number field.",,,,,0|i000av:,,,,,,,,,System,"1. Open the application.
2. Locate the Account Number field.
3. Attempt to input characters (e.g., ""abc"") into the Account Number field.
4. Submit the form.",Pass,,,,Done
CSF33 - Verify Customer Account No - Account Number must not be blank,NNB-49,10048,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:03,9/14/2023 18:16,9/14/2023 18:27,9/14/2023 18:16,,0,Account Number field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:53 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1229).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10049,The error message displayed as expected.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i000an:,,,,,,,,,System,"1. Open the application.
2. Locate the Account Number field.
3. Leave the Account Number field blank.
4. Attempt to submit the form.",Pass,,,,Done
BE32 - Verify Customer Balance - Characters are not allowed,NNB-48,10047,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:03,9/13/2023 21:19,9/14/2023 18:27,,,0,The field must not contain any characters; only specific input is allowed.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"An error message should be displayed, indicating that only specific input is allowed, and characters are not allowed.",,,,,0|i000af:,,,,,,,,,,"1. Open the application.
2. Locate the field in question.
3. Attempt to input characters (e.g., ""abc123"") into the field.
4. Submit the form.",,,,,To Do
BE31 - Verify Customer Balance - Special character are not allowed,NNB-47,10046,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:02,9/13/2023 21:19,9/14/2023 18:27,,,0,The field must not contain any special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the field.",,,,,0|i000a7:,,,,,,,,,,"1. Open the application.
2. Locate the field in question.
3. Attempt to input special characters (e.g., @#$%) into the field.
4. Submit the form.",,,,,To Do
BE30 - Verify Customer Balance - Account No must not be blank,NNB-46,10045,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:00,9/13/2023 21:19,9/14/2023 18:27,,,0,Account Number field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i0009z:,,,,,,,,,,"1. Open the application.
2. Locate the Account Number field.
3. Leave the Account Number field blank.
4. Attempt to submit the form.",,,,,To Do
NC29 - Verify Customer Email - First character can not have space,NNB-45,10044,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:00,9/14/2023 18:16,9/14/2023 18:16,,,0,The Email field's first character must not be a space.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 5:13 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1238).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10057,No error message was found when testing the error.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Email address cannot start with a space.",,,,,0|i0009r:,,,,,,,,,System,"1. Open the application.
2. Locate the Email field.
3. Enter an email address that starts with a space, e.g., "" test@example.com.""
4. Submit the form",Fail,,,,To Do
NC28 - Verify Customer Email - Email ID is not valid,NNB-44,10043,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:00,9/14/2023 18:16,9/14/2023 18:16,9/14/2023 18:16,,0,Email field must contain a valid email address format.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 5:09 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1237).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10056,The system/page display the expect error message.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Email field does not contain a valid email address.",,,,,0|i0009j:,,,,,,,,,System,"1. Open the application.
2. Locate the Email field.
3. Enter an invalid email address format, e.g., ""invalid-email.""
4. Submit the form.",Pass,,,,Done
NC27 - Verify Customer Email - Email ID must not be blank,NNB-43,10042,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:00,9/14/2023 18:16,9/14/2023 18:27,9/14/2023 18:16,,0,Email Id field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 5:08 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1236).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10055,The system/page display the expected error message.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Email field is required.",,,,,0|i0009b:,,,,,,,,,System,"1. Open the application.
2. Locate the Email field.
3. Leave the Email field blank.
4. Attempt to submit the form.",Pass,,,,Done
NC26 - Verify Customer Telephone Number - First character can not have space,NNB-42,10041,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:59,9/14/2023 18:17,9/14/2023 18:17,,,0,The Telephone Number field must not have a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 5:07 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1235).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10054,The system display no message when the error happen.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Telephone Number cannot start with a space.",,,,,0|i00093:,,,,,,,,,System,"1. Open the application.
2. Locate the Telephone Number field.
3. Enter a telephone number that starts with a space, e.g., "" 1234567890.""
4. Submit the form.",Fail,,,,To Do
NC25 - Verify Customer Telephone Number  – Character are not allowed,NNB-41,10040,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:59,9/14/2023 18:17,9/14/2023 18:17,9/14/2023 18:17,,0,Telephone Number field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 5:03 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1232).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10052,The page displayed the expected error.,,,,,,,,,,,,,"An error message should be displayed, indicating that characters are not allowed in the Telephone Number field.",,,,,0|i0008v:,,,,,,,,,System,"1. Open the application.
2. Locate the Telephone Number field.
3. Attempt to input characters (e.g., ""abc"") into the Telephone Number field.
4. Submit the form.",Pass,,,,Done
NC24 - Verify Customer Telephone Number  – Special character are not allowed,NNB-40,10039,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:59,9/14/2023 18:17,9/14/2023 18:17,9/14/2023 18:17,,0,Telephone Number field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:59 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1231).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10051,The system displayed the expected error message.,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the Telephone Number field.",,,,,0|i0008n:,,,,,,,,,System,"1. Open the application.
2. Locate the Telephone Number field.
3. Attempt to input special characters (e.g., @#$%) into the Telephone Number field.
4.  Submit the form.",Pass,,,,Done
NC23 - Verify Customer Telephone Number – Mobile no must not be blank,NNB-39,10038,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:58,9/14/2023 18:17,9/14/2023 18:17,9/14/2023 18:17,,0,Telephone Number (Mobile) field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 4:58 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1230).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10050,The page displayed the expected error message,,,,,,,,,,,,,"An error message should be displayed, indicating that the Telephone Number (Mobile) field is required.",,,,,0|i0008f:,,,,,,,,,System,"1. Open the application.
2. Locate the Telephone Number (Mobile) field.
3. Leave the Telephone Number (Mobile) field blank.
4. Attempt to submit the form.",Pass,,,,Done
NC22 - Verify Customer Pin - First character can not have space,NNB-38,10037,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:58,9/14/2023 18:17,9/14/2023 18:17,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:24 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-072410.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10045,The system can't prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.,,,,,,,,,,,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that the first character cannot be a space.",,,,,0|i00087:,,,,,,,,,Unit,"Enter a PIN with a space as the first character in the ""Pin"" field.",Fail,,,,To Do
NCT21 - Verify Customer Pin – PIN Code must have 6 Digits,NNB-37,10036,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:57,9/14/2023 18:18,9/14/2023 18:18,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when the ""Pin"" field does not contain exactly 6 digits.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:22 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-072203.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10044,"The system  prevent the submission of the form and display an error message indicating that exactly 6 digits are required in the ""PIN Code"" field.",,,,,,,,,,,,,"The system should prevent the submission of the form and should display an error message indicating that exactly 6 digits are required in the ""PIN Code"" field.",,,,,0|i0007z:,,,,,,,,,Unit,"Enter a PIN with fewer than 6 digits in the ""Pin"" field.",Pass,,,,Done
NC20 - Verify Customer Pin – Special characters are not allowed,NNB-36,10035,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:56,9/14/2023 18:18,9/14/2023 18:18,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:20 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-072046.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10043,"An error message displayed near the ""Pin"" field, indicating that special characters are not allowed. ",,,,,,,,,,,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that special characters are not allowed. ",,,,,0|i0007r:,,,,,,,,,Unit," Enter a PIN with special characters in the ""Pin"" field.",Pass,,,,Done
NC19 - Verify Customer Pin - PIN Code must not be blank,NNB-35,10034,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:55,9/14/2023 18:18,9/14/2023 18:18,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when the ""Pin"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:18 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071839.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10042,"The system prevent the submission of the form when the ""Pin"" field is left blank and display an error message indicating that the ""PIN Code"" must not be blank.",,,,,,,,,,,,,"The system should prevent the submission of the form when the ""Pin"" field is left blank and should display an error message indicating that the ""PIN Code"" must not be blank.",,,,,0|i0007j:,,,,,,,,,Unit," Leave the ""Pin"" field blank.",Pass,,,,Done
NC18 - Verify Customer Pin - Characters are not allowed,NNB-34,10033,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:55,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when characters are entered in the ""Pin"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:17 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071704.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10041,"An error message should be displayed near the ""Pin"" field, indicating that characters are not allowed.",,,,,,,,,,,,,"-The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Pin"" field, indicating that characters are not allowed.",,,,,0|i0007b:,,,,,,,,,Unit," Enter characters in the ""Pin"" field.",Pass,,,,Done
NC17.1 - Verify Customer State – First character cannot have space,NNB-33,10032,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:55,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""State"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:13 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071329.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10040,"An error message  displayed near the ""State"" field, indicating that the first character cannot be a space. ",,,,,,,,,,,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""State"" field, indicating that the first character cannot be a space. ",,,,,0|i00073:,,,,,,,,,Unit," Enter a state name with a space as the first character in the ""State"" field.",Pass,,,,Done
